localidad,provincia,idproducto,producto,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud
lomas de zamora,buenos aires,19,gas oil grado 2,1159,2024-09-01 06:00:00,4,shell,-34.7546,-58.40124
lomas de zamora,buenos aires,19,gas oil grado 2,1159,2024-09-01 06:00:00,4,shell,-34.7546,-58.40124
lomas de zamora,buenos aires,2,nafta super entre 92 y 95 ron,1153,2024-09-01 06:00:00,4,shell,-34.7546,-58.40124
lomas de zamora,buenos aires,21,gas oil grado 3,1395,2024-09-01 06:00:00,4,shell,-34.7546,-58.40124
lomas de zamora,buenos aires,21,gas oil grado 3,1395,2024-09-01 06:00:00,4,shell,-34.7546,-58.40124
wilde,buenos aires,6,gnc,460,2024-09-01 08:00:00,2,ypf,-34.69876,-58.30951
wilde,buenos aires,6,gnc,460,2024-09-01 08:00:00,2,ypf,-34.69876,-58.30951
lanus,buenos aires,6,gnc,500,2024-09-01 09:41:00,4,shell,-34.66526,-58.41716
lanus,buenos aires,6,gnc,500,2024-09-01 09:41:00,4,shell,-34.66526,-58.41716
corrientes,corrientes,19,gas oil grado 2,1234,2024-09-01 09:52:00,4,shell,-27.47526,-58.79819
corrientes,corrientes,19,gas oil grado 2,1234,2024-09-01 09:52:00,4,shell,-27.47526,-58.79819
roque perez,buenos aires,2,nafta super entre 92 y 95 ron,1274,2024-09-01 10:16:00,26,axion,-35.402582,-59.335465
roque perez,buenos aires,2,nafta super entre 92 y 95 ron,1274,2024-09-01 10:16:00,26,axion,-35.402582,-59.335465
roque perez,buenos aires,3,nafta premium de mas de 95 ron,1523,2024-09-01 10:17:00,26,axion,-35.402582,-59.335465
roque perez,buenos aires,3,nafta premium de mas de 95 ron,1523,2024-09-01 10:17:00,26,axion,-35.402582,-59.335465
roque perez,buenos aires,19,gas oil grado 2,1348,2024-09-01 10:20:00,26,axion,-35.402582,-59.335465
roque perez,buenos aires,19,gas oil grado 2,1348,2024-09-01 10:20:00,26,axion,-35.402582,-59.335465
roque perez,buenos aires,21,gas oil grado 3,1519,2024-09-01 10:21:00,26,axion,-35.402582,-59.335465
roque perez,buenos aires,21,gas oil grado 3,1519,2024-09-01 10:21:00,26,axion,-35.402582,-59.335465
abasto,buenos aires,21,gas oil grado 3,1420,2024-09-01 17:57:00,1,blanca,-34.60393,-58.40905
abasto,buenos aires,21,gas oil grado 3,1420,2024-09-01 17:57:00,1,blanca,-34.60393,-58.40905
abasto,buenos aires,3,nafta premium de mas de 95 ron,1420,2024-09-01 17:58:00,1,blanca,-34.60393,-58.40905
abasto,buenos aires,3,nafta premium de mas de 95 ron,1420,2024-09-01 17:58:00,1,blanca,-34.60393,-58.40905
ascension,buenos aires,21,gas oil grado 3,1454,2024-09-01 20:08:00,1,blanca,-34.24388,-61.09029
ascension,buenos aires,2,nafta super entre 92 y 95 ron,1307,2024-09-01 20:08:00,1,blanca,-34.24388,-61.09029
ascension,buenos aires,19,gas oil grado 2,1264,2024-09-01 20:08:00,1,blanca,-34.24388,-61.09029
ascension,buenos aires,2,nafta super entre 92 y 95 ron,1307,2024-09-01 20:08:00,1,blanca,-34.24388,-61.09029
ascension,buenos aires,19,gas oil grado 2,1264,2024-09-01 20:08:00,1,blanca,-34.24388,-61.09029
ascension,buenos aires,21,gas oil grado 3,1454,2024-09-01 20:08:00,1,blanca,-34.24388,-61.09029
ascension,buenos aires,3,nafta premium de mas de 95 ron,1431,2024-09-01 20:09:00,1,blanca,-34.24388,-61.09029
ascension,buenos aires,3,nafta premium de mas de 95 ron,1431,2024-09-01 20:09:00,1,blanca,-34.24388,-61.09029
beccar,buenos aires,6,gnc,435,2024-09-02 00:00:00,2,ypf,-34.46806,-58.54212
beccar,buenos aires,6,gnc,435,2024-09-02 00:00:00,2,ypf,-34.46806,-58.54212
san isidro,buenos aires,6,gnc,435,2024-09-02 00:00:00,26,axion,-34.473637,-58.534165
san isidro,buenos aires,6,gnc,435,2024-09-02 00:00:00,26,axion,-34.473637,-58.534165
avellaneda,buenos aires,2,nafta super entre 92 y 95 ron,1095,2024-09-02 08:30:00,1,blanca,-34.66812,-58.38832
avellaneda,buenos aires,2,nafta super entre 92 y 95 ron,1095,2024-09-02 08:30:00,1,blanca,-34.66812,-58.38832
avellaneda,buenos aires,3,nafta premium de mas de 95 ron,1334,2024-09-02 08:30:00,1,blanca,-34.66812,-58.38832
avellaneda,buenos aires,3,nafta premium de mas de 95 ron,1334,2024-09-02 08:30:00,1,blanca,-34.66812,-58.38832
avellaneda,buenos aires,21,gas oil grado 3,1349,2024-09-02 08:31:00,1,blanca,-34.66812,-58.38832
avellaneda,buenos aires,19,gas oil grado 2,1099,2024-09-02 08:31:00,1,blanca,-34.66812,-58.38832
9 de abril,buenos aires,2,nafta super entre 92 y 95 ron,1095,2024-09-02 08:31:00,1,blanca,-34.73622,-58.49979
avellaneda,buenos aires,19,gas oil grado 2,1099,2024-09-02 08:31:00,1,blanca,-34.66812,-58.38832
avellaneda,buenos aires,21,gas oil grado 3,1349,2024-09-02 08:31:00,1,blanca,-34.66812,-58.38832
9 de abril,buenos aires,2,nafta super entre 92 y 95 ron,1095,2024-09-02 08:31:00,1,blanca,-34.73622,-58.49979
9 de abril,buenos aires,19,gas oil grado 2,1099,2024-09-02 08:32:00,1,blanca,-34.73622,-58.49979
9 de abril,buenos aires,21,gas oil grado 3,1349,2024-09-02 08:32:00,1,blanca,-34.73622,-58.49979
9 de abril,buenos aires,6,gnc,459,2024-09-02 08:32:00,1,blanca,-34.73622,-58.49979
9 de abril,buenos aires,6,gnc,459,2024-09-02 08:32:00,1,blanca,-34.73622,-58.49979
9 de abril,buenos aires,21,gas oil grado 3,1349,2024-09-02 08:32:00,1,blanca,-34.73622,-58.49979
9 de abril,buenos aires,19,gas oil grado 2,1099,2024-09-02 08:32:00,1,blanca,-34.73622,-58.49979
humberto primo,santa fe,3,nafta premium de mas de 95 ron,1410,2024-09-02 08:55:00,4,shell,-30.866957,-61.348432
humberto primo,santa fe,3,nafta premium de mas de 95 ron,1410,2024-09-02 08:55:00,4,shell,-30.866957,-61.348432
humberto primo,santa fe,19,gas oil grado 2,1208,2024-09-02 08:56:00,4,shell,-30.866957,-61.348432
humberto primo,santa fe,19,gas oil grado 2,1208,2024-09-02 08:56:00,4,shell,-30.866957,-61.348432
humberto primo,santa fe,21,gas oil grado 3,1404,2024-09-02 08:56:00,4,shell,-30.866957,-61.348432
humberto primo,santa fe,2,nafta super entre 92 y 95 ron,1174,2024-09-02 08:56:00,4,shell,-30.866957,-61.348432
humberto primo,santa fe,21,gas oil grado 3,1404,2024-09-02 08:56:00,4,shell,-30.866957,-61.348432
humberto primo,santa fe,2,nafta super entre 92 y 95 ron,1174,2024-09-02 08:56:00,4,shell,-30.866957,-61.348432
gral conesa,rio negro,21,gas oil grado 3,1421,2024-09-02 10:11:00,26,axion,-40.10394,-64.47351
gral conesa,rio negro,21,gas oil grado 3,1421,2024-09-02 10:11:00,26,axion,-40.10394,-64.47351
dorrego,mendoza,2,nafta super entre 92 y 95 ron,1280,2024-09-02 10:58:00,1,blanca,-32.912625,-68.833215
dorrego,mendoza,2,nafta super entre 92 y 95 ron,1280,2024-09-02 10:58:00,1,blanca,-32.912625,-68.833215
mar del plata,buenos aires,19,gas oil grado 2,1191,2024-09-02 13:23:00,29,gulf,-37.99028,-57.6079
mar del plata,buenos aires,19,gas oil grado 2,1191,2024-09-02 13:23:00,29,gulf,-37.99028,-57.6079
mar del plata,buenos aires,21,gas oil grado 3,1409,2024-09-02 13:26:00,29,gulf,-37.99028,-57.6079
mar del plata,buenos aires,21,gas oil grado 3,1409,2024-09-02 13:26:00,29,gulf,-37.99028,-57.6079
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1189,2024-09-02 13:27:00,29,gulf,-37.99028,-57.6079
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1189,2024-09-02 13:27:00,29,gulf,-37.99028,-57.6079
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1424,2024-09-02 13:28:00,29,gulf,-37.99028,-57.6079
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1424,2024-09-02 13:28:00,29,gulf,-37.99028,-57.6079
villa ballester,buenos aires,6,gnc,450,2024-09-02 13:55:00,29,gulf,-34.5624,-58.579861
villa ballester,buenos aires,6,gnc,450,2024-09-02 13:55:00,29,gulf,-34.5624,-58.579861
santiago del estero,santiago del estero,21,gas oil grado 3,1404,2024-09-02 14:00:00,8,refinor,-27.764973,-64.359365
santiago del estero,santiago del estero,2,nafta super entre 92 y 95 ron,1131,2024-09-02 14:00:00,8,refinor,-27.764973,-64.359365
santiago del estero,santiago del estero,3,nafta premium de mas de 95 ron,1360,2024-09-02 14:00:00,8,refinor,-27.764973,-64.359365
santiago del estero,santiago del estero,2,nafta super entre 92 y 95 ron,1131,2024-09-02 14:00:00,8,refinor,-27.764973,-64.359365
santiago del estero,santiago del estero,21,gas oil grado 3,1404,2024-09-02 14:00:00,8,refinor,-27.764973,-64.359365
santiago del estero,santiago del estero,19,gas oil grado 2,1189,2024-09-02 14:00:00,8,refinor,-27.764973,-64.359365
santiago del estero,santiago del estero,19,gas oil grado 2,1189,2024-09-02 14:00:00,8,refinor,-27.764973,-64.359365
santiago del estero,santiago del estero,3,nafta premium de mas de 95 ron,1360,2024-09-02 14:00:00,8,refinor,-27.764973,-64.359365
san salvador de jujuy,jujuy,6,gnc,699,2024-09-02 14:22:00,1,blanca,-24.209916,-65.280346
virrey del pino,buenos aires,3,nafta premium de mas de 95 ron,1549,2024-09-02 16:54:00,1,blanca,-34.861076,-58.663594
virrey del pino,buenos aires,3,nafta premium de mas de 95 ron,1549,2024-09-02 16:54:00,1,blanca,-34.861076,-58.663594
cordoba,cordoba,2,nafta super entre 92 y 95 ron,1139,2024-09-03 09:50:00,26,axion,-31.430511,-64.213087
cordoba,cordoba,3,nafta premium de mas de 95 ron,1369,2024-09-03 09:50:00,26,axion,-31.430511,-64.213087
cordoba,cordoba,2,nafta super entre 92 y 95 ron,1139,2024-09-03 09:50:00,26,axion,-31.430511,-64.213087
cordoba,cordoba,19,gas oil grado 2,1246,2024-09-03 09:50:00,26,axion,-31.430511,-64.213087
cordoba,cordoba,21,gas oil grado 3,1364,2024-09-03 09:50:00,26,axion,-31.430511,-64.213087
cordoba,cordoba,21,gas oil grado 3,1364,2024-09-03 09:50:00,26,axion,-31.430511,-64.213087
cordoba,cordoba,19,gas oil grado 2,1246,2024-09-03 09:50:00,26,axion,-31.430511,-64.213087
cordoba,cordoba,3,nafta premium de mas de 95 ron,1369,2024-09-03 09:50:00,26,axion,-31.430511,-64.213087
canuelas,buenos aires,6,gnc,700,2024-09-03 10:22:00,4,shell,-35.02087,-58.74846
canuelas,buenos aires,6,gnc,700,2024-09-03 10:22:00,4,shell,-35.02087,-58.74846
pocitos,san juan,6,gnc,557,2024-09-03 11:47:00,4,shell,-31.64328,-68.53842
pocitos,san juan,6,gnc,557,2024-09-03 11:47:00,4,shell,-31.64328,-68.53842
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1189,2024-09-03 13:28:00,6,dapsa,-37.99003,-57.58519
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1189,2024-09-03 13:28:00,6,dapsa,-37.99003,-57.58519
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1424,2024-09-03 13:38:00,6,dapsa,-37.99003,-57.58519
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1424,2024-09-03 13:38:00,6,dapsa,-37.99003,-57.58519
gral la madrid,buenos aires,3,nafta premium de mas de 95 ron,1431,2024-09-03 18:31:00,26,axion,-37.24601,-61.263834
gral la madrid,buenos aires,21,gas oil grado 3,1416,2024-09-03 18:31:00,26,axion,-37.24601,-61.263834
gral la madrid,buenos aires,2,nafta super entre 92 y 95 ron,1197,2024-09-03 18:31:00,26,axion,-37.24601,-61.263834
gral la madrid,buenos aires,19,gas oil grado 2,1255,2024-09-03 18:31:00,26,axion,-37.24601,-61.263834
gral la madrid,buenos aires,19,gas oil grado 2,1255,2024-09-03 18:31:00,26,axion,-37.24601,-61.263834
gral la madrid,buenos aires,3,nafta premium de mas de 95 ron,1431,2024-09-03 18:31:00,26,axion,-37.24601,-61.263834
gral la madrid,buenos aires,21,gas oil grado 3,1416,2024-09-03 18:31:00,26,axion,-37.24601,-61.263834
gral la madrid,buenos aires,2,nafta super entre 92 y 95 ron,1197,2024-09-03 18:31:00,26,axion,-37.24601,-61.263834
san rafael,mendoza,21,gas oil grado 3,1379,2024-09-04 12:08:00,1,blanca,-34.621029,-68.316251
san rafael,mendoza,21,gas oil grado 3,1379,2024-09-04 12:08:00,1,blanca,-34.621029,-68.316251
san rafael,mendoza,3,nafta premium de mas de 95 ron,1285,2024-09-04 12:09:00,1,blanca,-34.621029,-68.316251
san rafael,mendoza,3,nafta premium de mas de 95 ron,1285,2024-09-04 12:09:00,1,blanca,-34.621029,-68.316251
cordoba,cordoba,6,gnc,649,2024-09-04 23:15:00,2,ypf,-31.466757,-64.223385
cordoba,cordoba,6,gnc,649,2024-09-04 23:15:00,2,ypf,-31.466757,-64.223385
castelar,buenos aires,19,gas oil grado 2,1201,2024-09-05 08:44:00,26,axion,-34.64919,-58.65322
castelar,buenos aires,19,gas oil grado 2,1201,2024-09-05 08:44:00,26,axion,-34.64919,-58.65322
castelar,buenos aires,21,gas oil grado 3,1330,2024-09-05 08:44:00,26,axion,-34.64919,-58.65322
castelar,buenos aires,21,gas oil grado 3,1330,2024-09-05 08:44:00,26,axion,-34.64919,-58.65322
castelar,buenos aires,3,nafta premium de mas de 95 ron,1384,2024-09-05 08:45:00,26,axion,-34.64919,-58.65322
castelar,buenos aires,3,nafta premium de mas de 95 ron,1384,2024-09-05 08:45:00,26,axion,-34.64919,-58.65322
castelar,buenos aires,2,nafta super entre 92 y 95 ron,1127,2024-09-05 08:46:00,26,axion,-34.64919,-58.65322
castelar,buenos aires,2,nafta super entre 92 y 95 ron,1127,2024-09-05 08:46:00,26,axion,-34.64919,-58.65322
san luis,san luis,3,nafta premium de mas de 95 ron,1416,2024-09-05 09:06:00,4,shell,-33.301476,-66.346793
san luis,san luis,3,nafta premium de mas de 95 ron,1416,2024-09-05 09:06:00,4,shell,-33.301476,-66.346793
san luis,san luis,19,gas oil grado 2,1197,2024-09-05 09:06:00,4,shell,-33.301476,-66.346793
san luis,san luis,21,gas oil grado 3,1415,2024-09-05 09:06:00,4,shell,-33.301476,-66.346793
san luis,san luis,19,gas oil grado 2,1197,2024-09-05 09:06:00,4,shell,-33.301476,-66.346793
san luis,san luis,21,gas oil grado 3,1415,2024-09-05 09:06:00,4,shell,-33.301476,-66.346793
san luis,san luis,2,nafta super entre 92 y 95 ron,1150,2024-09-05 09:07:00,4,shell,-33.301476,-66.346793
san luis,san luis,2,nafta super entre 92 y 95 ron,1150,2024-09-05 09:07:00,4,shell,-33.301476,-66.346793
san juan,san juan,6,gnc,557,2024-09-05 10:51:00,28,puma,-31.52039,-68.56756
san juan,san juan,6,gnc,557,2024-09-05 10:51:00,28,puma,-31.52039,-68.56756
cordoba,cordoba,6,gnc,649,2024-09-05 14:52:00,26,axion,-31.391067,-64.143789
cordoba,cordoba,6,gnc,649,2024-09-05 14:52:00,26,axion,-31.391067,-64.143789
moron,buenos aires,6,gnc,480,2024-09-05 17:03:00,1,blanca,-34.629488,-58.571501
moron,buenos aires,6,gnc,480,2024-09-05 17:03:00,1,blanca,-34.629488,-58.571501
rio cuarto,cordoba,6,gnc,699,2024-09-05 17:30:00,28,puma,-33.12298,-64.36401
rio cuarto,cordoba,6,gnc,699,2024-09-05 17:30:00,28,puma,-33.12298,-64.36401
ezpeleta,buenos aires,6,gnc,519,2024-09-07 08:00:00,2,ypf,-34.747583,-58.240368
ezpeleta,buenos aires,6,gnc,519,2024-09-07 08:00:00,2,ypf,-34.747583,-58.240368
bernal,buenos aires,6,gnc,499,2024-09-07 08:00:00,1,blanca,-34.727177,-58.300538
bernal,buenos aires,6,gnc,499,2024-09-07 08:00:00,1,blanca,-34.727177,-58.300538
bernal,buenos aires,6,gnc,490,2024-09-07 12:37:00,2,ypf,-34.72016,-58.30397
bernal,buenos aires,6,gnc,490,2024-09-07 12:37:00,2,ypf,-34.72016,-58.30397
don torcuato,buenos aires,6,gnc,500,2024-09-07 13:19:00,4,shell,-34.500768,-58.643442
don torcuato,buenos aires,6,gnc,500,2024-09-07 13:19:00,4,shell,-34.500768,-58.643442
capital federal,capital federal,6,gnc,430,2024-09-09 16:13:00,1,blanca,-34.638542,-58.417728
capital federal,capital federal,6,gnc,430,2024-09-09 16:13:00,1,blanca,-34.638542,-58.417728
juncal,santa fe,2,nafta super entre 92 y 95 ron,1340,2024-09-10 00:00:00,1,blanca,-33.714583,-61.047059
juncal,santa fe,2,nafta super entre 92 y 95 ron,1340,2024-09-10 00:00:00,1,blanca,-33.714583,-61.047059
juncal,santa fe,21,gas oil grado 3,1490,2024-09-10 00:00:00,1,blanca,-33.714583,-61.047059
juncal,santa fe,21,gas oil grado 3,1490,2024-09-10 00:00:00,1,blanca,-33.714583,-61.047059
juncal,santa fe,19,gas oil grado 2,1380,2024-09-10 00:00:00,1,blanca,-33.714583,-61.047059
juncal,santa fe,19,gas oil grado 2,1380,2024-09-10 00:00:00,1,blanca,-33.714583,-61.047059
aldo bonzi,buenos aires,6,gnc,495,2024-09-11 14:13:00,2,ypf,-34.72232,-58.51167
aldo bonzi,buenos aires,6,gnc,495,2024-09-11 14:13:00,2,ypf,-34.72232,-58.51167
quilmes,buenos aires,6,gnc,510,2024-09-11 22:00:00,2,ypf,-34.73624,-58.29475
quilmes,buenos aires,6,gnc,510,2024-09-11 22:00:00,2,ypf,-34.73624,-58.29475
villa allende,cordoba,6,gnc,649,2024-09-13 22:00:00,26,axion,-31.29983,-64.28759
villa allende,cordoba,6,gnc,649,2024-09-13 22:00:00,26,axion,-31.29983,-64.28759
pilar,cordoba,6,gnc,719,2024-09-14 14:00:00,2,ypf,-31.67025,-63.88959
pilar,cordoba,6,gnc,719,2024-09-14 14:00:00,2,ypf,-31.67025,-63.88959
cordoba,cordoba,6,gnc,650,2024-09-14 16:18:00,26,axion,-31.430511,-64.213087
cordoba,cordoba,6,gnc,650,2024-09-14 16:18:00,26,axion,-31.430511,-64.213087
la calera,cordoba,6,gnc,639,2024-09-14 16:21:00,2,ypf,-31.34969,-64.34002
la calera,cordoba,6,gnc,639,2024-09-14 16:21:00,2,ypf,-31.34969,-64.34002
loma hermosa,buenos aires,19,gas oil grado 2,1124,2024-10-01 06:00:00,4,shell,-34.56223,-58.59218
loma hermosa,buenos aires,2,nafta super entre 92 y 95 ron,1124,2024-10-01 06:00:00,4,shell,-34.56223,-58.59218
loma hermosa,buenos aires,21,gas oil grado 3,1353,2024-10-01 06:00:00,4,shell,-34.56223,-58.59218
loma hermosa,buenos aires,21,gas oil grado 3,1353,2024-10-01 06:00:00,4,shell,-34.56223,-58.59218
loma hermosa,buenos aires,3,nafta premium de mas de 95 ron,1381,2024-10-01 06:00:00,4,shell,-34.56223,-58.59218
loma hermosa,buenos aires,2,nafta super entre 92 y 95 ron,1124,2024-10-01 06:00:00,4,shell,-34.56223,-58.59218
loma hermosa,buenos aires,19,gas oil grado 2,1124,2024-10-01 06:00:00,4,shell,-34.56223,-58.59218
loma hermosa,buenos aires,3,nafta premium de mas de 95 ron,1381,2024-10-01 06:00:00,4,shell,-34.56223,-58.59218
azul,buenos aires,19,gas oil grado 2,1167,2024-10-01 11:03:00,1,blanca,-36.84707,-59.95863
azul,buenos aires,19,gas oil grado 2,1167,2024-10-01 11:03:00,1,blanca,-36.84707,-59.95863
azul,buenos aires,21,gas oil grado 3,1361,2024-10-01 11:04:00,1,blanca,-36.84707,-59.95863
azul,buenos aires,2,nafta super entre 92 y 95 ron,1162,2024-10-01 11:04:00,1,blanca,-36.84707,-59.95863
azul,buenos aires,3,nafta premium de mas de 95 ron,1391,2024-10-01 11:04:00,1,blanca,-36.84707,-59.95863
azul,buenos aires,21,gas oil grado 3,1361,2024-10-01 11:04:00,1,blanca,-36.84707,-59.95863
azul,buenos aires,2,nafta super entre 92 y 95 ron,1162,2024-10-01 11:04:00,1,blanca,-36.84707,-59.95863
azul,buenos aires,3,nafta premium de mas de 95 ron,1391,2024-10-01 11:04:00,1,blanca,-36.84707,-59.95863
castelar,buenos aires,6,gnc,469,2024-10-01 14:02:00,4,shell,-34.6433,-58.62566
castelar,buenos aires,6,gnc,469,2024-10-01 14:02:00,4,shell,-34.6433,-58.62566
cavanagh,cordoba,21,gas oil grado 3,1170,2024-10-01 20:27:00,1,blanca,-33.48016,-62.3342
cavanagh,cordoba,21,gas oil grado 3,1170,2024-10-01 20:27:00,1,blanca,-33.48016,-62.3342
unquillo,cordoba,6,gnc,649,2024-10-02 13:09:00,2,ypf,-31.249696,-64.249151
unquillo,cordoba,6,gnc,649,2024-10-02 13:09:00,2,ypf,-31.249696,-64.249151
san miguel,buenos aires,19,gas oil grado 2,1307,2024-10-02 15:46:00,26,axion,-34.534353,-58.72247
san miguel,buenos aires,19,gas oil grado 2,1307,2024-10-02 15:46:00,26,axion,-34.534353,-58.72247
salta,salta,19,gas oil grado 2,1139,2024-10-02 23:00:00,8,refinor,-24.81867,-65.41089
salta,salta,21,gas oil grado 3,1348,2024-10-02 23:00:00,8,refinor,-24.81867,-65.41089
salta,salta,19,gas oil grado 2,1139,2024-10-02 23:00:00,8,refinor,-24.81867,-65.41089
salta,salta,2,nafta super entre 92 y 95 ron,1095,2024-10-02 23:00:00,8,refinor,-24.81867,-65.41089
salta,salta,21,gas oil grado 3,1348,2024-10-02 23:00:00,8,refinor,-24.81867,-65.41089
salta,salta,2,nafta super entre 92 y 95 ron,1095,2024-10-02 23:00:00,8,refinor,-24.81867,-65.41089
salta,salta,3,nafta premium de mas de 95 ron,1319,2024-10-02 23:00:00,8,refinor,-24.81867,-65.41089
salta,salta,3,nafta premium de mas de 95 ron,1319,2024-10-02 23:00:00,8,refinor,-24.81867,-65.41089
cordoba,cordoba,21,gas oil grado 3,1289,2024-10-03 14:00:00,1,blanca,-31.393642,-64.211468
cordoba,cordoba,21,gas oil grado 3,1289,2024-10-03 14:00:00,1,blanca,-31.393642,-64.211468
cordoba,cordoba,2,nafta super entre 92 y 95 ron,1144,2024-10-03 14:00:00,1,blanca,-31.393642,-64.211468
cordoba,cordoba,2,nafta super entre 92 y 95 ron,1144,2024-10-03 14:00:00,1,blanca,-31.393642,-64.211468
cordoba,cordoba,3,nafta premium de mas de 95 ron,1399,2024-10-03 14:01:00,1,blanca,-31.393642,-64.211468
cordoba,cordoba,3,nafta premium de mas de 95 ron,1399,2024-10-03 14:01:00,1,blanca,-31.393642,-64.211468
tigre,buenos aires,3,nafta premium de mas de 95 ron,1349,2024-10-03 16:38:00,2,ypf,-34.42717,-58.57424
tigre,buenos aires,3,nafta premium de mas de 95 ron,1349,2024-10-03 16:38:00,2,ypf,-34.42717,-58.57424
tigre,buenos aires,19,gas oil grado 2,1086,2024-10-03 16:40:00,2,ypf,-34.42717,-58.57424
tigre,buenos aires,21,gas oil grado 3,1319,2024-10-03 16:40:00,2,ypf,-34.42717,-58.57424
tigre,buenos aires,19,gas oil grado 2,1086,2024-10-03 16:40:00,2,ypf,-34.42717,-58.57424
tigre,buenos aires,21,gas oil grado 3,1319,2024-10-03 16:40:00,2,ypf,-34.42717,-58.57424
tigre,buenos aires,2,nafta super entre 92 y 95 ron,1100,2024-10-03 16:40:00,2,ypf,-34.42717,-58.57424
tigre,buenos aires,2,nafta super entre 92 y 95 ron,1100,2024-10-03 16:40:00,2,ypf,-34.42717,-58.57424
san antonio de areco,buenos aires,6,gnc,630,2024-10-03 17:29:00,26,axion,-34.246265,-59.46213
san antonio de areco,buenos aires,6,gnc,630,2024-10-03 17:29:00,26,axion,-34.246265,-59.46213
chajari,entre rios,19,gas oil grado 2,1223,2024-10-04 11:55:00,4,shell,-30.760931,-57.997352
chajari,entre rios,19,gas oil grado 2,1223,2024-10-04 11:55:00,4,shell,-30.760931,-57.997352
cordoba,cordoba,6,gnc,649,2024-10-05 17:29:00,26,axion,-31.474566,-64.168404
cordoba,cordoba,6,gnc,649,2024-10-05 17:29:00,26,axion,-31.474566,-64.168404
cordoba,cordoba,6,gnc,649,2024-10-05 17:31:00,26,axion,-31.458278,-64.211417
cordoba,cordoba,6,gnc,649,2024-10-05 17:31:00,26,axion,-31.458278,-64.211417
cordoba,cordoba,6,gnc,629,2024-10-07 13:01:00,1,blanca,-31.395183,-64.17608
cordoba,cordoba,6,gnc,629,2024-10-07 13:01:00,1,blanca,-31.395183,-64.17608
neuquen,neuquen,19,gas oil grado 2,1227,2024-10-07 13:48:00,26,axion,-38.95919,-68.07009
neuquen,neuquen,19,gas oil grado 2,1227,2024-10-07 13:48:00,26,axion,-38.95919,-68.07009
neuquen,neuquen,21,gas oil grado 3,1413,2024-10-07 13:48:00,26,axion,-38.95919,-68.07009
neuquen,neuquen,3,nafta premium de mas de 95 ron,1137,2024-10-07 13:48:00,26,axion,-38.95919,-68.07009
neuquen,neuquen,21,gas oil grado 3,1413,2024-10-07 13:48:00,26,axion,-38.95919,-68.07009
neuquen,neuquen,3,nafta premium de mas de 95 ron,1137,2024-10-07 13:48:00,26,axion,-38.95919,-68.07009
neuquen,neuquen,2,nafta super entre 92 y 95 ron,899,2024-10-07 13:49:00,26,axion,-38.95919,-68.07009
neuquen,neuquen,2,nafta super entre 92 y 95 ron,899,2024-10-07 13:49:00,26,axion,-38.95919,-68.07009
tapiales,buenos aires,3,nafta premium de mas de 95 ron,1382,2024-10-07 13:50:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,19,gas oil grado 2,1158,2024-10-07 13:50:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,19,gas oil grado 2,1158,2024-10-07 13:50:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,21,gas oil grado 3,1357,2024-10-07 13:50:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,21,gas oil grado 3,1357,2024-10-07 13:50:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,3,nafta premium de mas de 95 ron,1382,2024-10-07 13:50:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,2,nafta super entre 92 y 95 ron,1120,2024-10-07 13:51:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,2,nafta super entre 92 y 95 ron,1120,2024-10-07 13:51:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,6,gnc,499,2024-10-07 13:51:00,26,axion,-34.70903,-58.504607
tapiales,buenos aires,6,gnc,499,2024-10-07 13:51:00,26,axion,-34.70903,-58.504607
9 de abril,buenos aires,21,gas oil grado 3,1357,2024-10-07 13:52:00,26,axion,-34.74212,-58.49545
9 de abril,buenos aires,6,gnc,496,2024-10-07 13:52:00,26,axion,-34.74212,-58.49545
9 de abril,buenos aires,19,gas oil grado 2,1158,2024-10-07 13:52:00,26,axion,-34.74212,-58.49545
9 de abril,buenos aires,6,gnc,496,2024-10-07 13:52:00,26,axion,-34.74212,-58.49545
9 de abril,buenos aires,19,gas oil grado 2,1158,2024-10-07 13:52:00,26,axion,-34.74212,-58.49545
9 de abril,buenos aires,21,gas oil grado 3,1357,2024-10-07 13:52:00,26,axion,-34.74212,-58.49545
9 de abril,buenos aires,2,nafta super entre 92 y 95 ron,1118,2024-10-07 13:53:00,26,axion,-34.74212,-58.49545
9 de abril,buenos aires,3,nafta premium de mas de 95 ron,1378,2024-10-07 13:53:00,26,axion,-34.74212,-58.49545
9 de abril,buenos aires,2,nafta super entre 92 y 95 ron,1118,2024-10-07 13:53:00,26,axion,-34.74212,-58.49545
