localidad,provincia,idproducto,producto,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud
oran,salta,19,gas oil grado 2,1315,2025-06-01,2,ypf,-23.1291,-64.33266
pilar,buenos aires,19,gas oil grado 2,1230,2025-06-01,2,ypf,-34.42237,-58.87382
pilar,buenos aires,19,gas oil grado 2,1230,2025-06-01,2,ypf,-34.42237,-58.87382
san rafael,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-34.96858,-67.72254
san rafael,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-34.96858,-67.72254
capital federal,capital federal,2,nafta super entre 92 y 95 ron,1186,2025-06-01,2,ypf,-34.62599,-58.4272
gral mosconi,salta,19,gas oil grado 2,1315,2025-06-01,2,ypf,-22.59189,-63.8033
gral mosconi,salta,19,gas oil grado 2,1315,2025-06-01,2,ypf,-22.59189,-63.8033
santo tome,santa fe,2,nafta super entre 92 y 95 ron,1266,2025-06-01,2,ypf,-31.672128,-60.768094
bigand,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-33.3761,-61.18237
s f v de catamarca,catamarca,19,gas oil grado 2,1281,2025-06-01,2,ypf,-28.509079,-65.784583
s f v de catamarca,catamarca,19,gas oil grado 2,1281,2025-06-01,2,ypf,-28.509079,-65.784583
bigand,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-33.3761,-61.18237
despenaderos,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.8184,-64.28904
despenaderos,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.8184,-64.28904
despenaderos,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.81008,-64.30742
despenaderos,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.81008,-64.30742
las heras,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.8438,-68.7736
llavallol,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.798085,-58.425653
llavallol,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.798085,-58.425653
palmira,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-33.059688,-68.539917
palmira,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-33.059688,-68.539917
lujan de cuyo,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.96232,-69.19568
lujan de cuyo,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.96232,-69.19568
santa fe,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.618898,-60.705173
capital federal,capital federal,2,nafta super entre 92 y 95 ron,1186,2025-06-01,2,ypf,-34.62599,-58.4272
timbues,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-32.65362,-60.82234
avellaneda,buenos aires,19,gas oil grado 2,1223,2025-06-01,2,ypf,-34.68495,-58.30547
avellaneda,buenos aires,19,gas oil grado 2,1223,2025-06-01,2,ypf,-34.68495,-58.30547
tortugas,buenos aires,19,gas oil grado 2,1233,2025-06-01,2,ypf,-34.4566,-58.72386
zarate,buenos aires,19,gas oil grado 2,1230,2025-06-01,2,ypf,-34.119033,-59.019908
nogoya,entre rios,19,gas oil grado 2,1300,2025-06-01,2,ypf,-32.39163,-59.78366
tortuguitas,buenos aires,19,gas oil grado 2,1233,2025-06-01,2,ypf,-34.45624,-58.72334
tortuguitas,buenos aires,19,gas oil grado 2,1233,2025-06-01,2,ypf,-34.45624,-58.72334
campana,buenos aires,19,gas oil grado 2,1234,2025-06-01,2,ypf,-34.19848,-58.93809
campana,buenos aires,19,gas oil grado 2,1234,2025-06-01,2,ypf,-34.19848,-58.93809
campana,buenos aires,19,gas oil grado 2,1234,2025-06-01,2,ypf,-34.19923,-58.93826
campana,buenos aires,19,gas oil grado 2,1234,2025-06-01,2,ypf,-34.19923,-58.93826
rosario,santa fe,19,gas oil grado 2,1284,2025-06-01,2,ypf,-32.94344,-60.64584
rosario,santa fe,19,gas oil grado 2,1284,2025-06-01,2,ypf,-32.94344,-60.64584
puerto madryn,chubut,19,gas oil grado 2,1264,2025-06-01,2,ypf,-42.7655,-65.03876
puerto madryn,chubut,19,gas oil grado 2,1264,2025-06-01,2,ypf,-42.7655,-65.03876
la plata,buenos aires,2,nafta super entre 92 y 95 ron,1215,2025-06-01,2,ypf,-34.961337,-58.011235
la plata,buenos aires,2,nafta super entre 92 y 95 ron,1215,2025-06-01,2,ypf,-34.961337,-58.011235
nogoya,entre rios,19,gas oil grado 2,1300,2025-06-01,2,ypf,-32.39163,-59.78366
godoy cruz,mendoza,2,nafta super entre 92 y 95 ron,1185,2025-06-01,2,ypf,-32.95208,-68.83443
laguna blanca,formosa,19,gas oil grado 2,1304,2025-06-01,2,ypf,-25.136671,-58.242693
yerba buena,tucuman,19,gas oil grado 2,1295,2025-06-01,2,ypf,-26.81344,-65.29467
yerba buena,tucuman,19,gas oil grado 2,1295,2025-06-01,2,ypf,-26.81344,-65.29467
fighiera,santa fe,19,gas oil grado 2,1261,2025-06-01,2,ypf,-33.22699,-60.45886
fighiera,santa fe,19,gas oil grado 2,1261,2025-06-01,2,ypf,-33.22699,-60.45886
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.58687,-58.37246
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.58687,-58.37246
mar de ajo,buenos aires,19,gas oil grado 2,1267,2025-06-01,2,ypf,-36.72085,-56.68982
mar de ajo,buenos aires,19,gas oil grado 2,1267,2025-06-01,2,ypf,-36.72085,-56.68982
san martin de los andes,neuquen,19,gas oil grado 2,1325,2025-06-01,2,ypf,-40.15461,-71.34293
tortugas,buenos aires,19,gas oil grado 2,1233,2025-06-01,2,ypf,-34.4566,-58.72386
san martin de los andes,neuquen,19,gas oil grado 2,1325,2025-06-01,2,ypf,-40.15461,-71.34293
san miguel,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.53296,-58.70146
malvinas argentinas,buenos aires,19,gas oil grado 2,1201,2025-06-01,2,ypf,-34.50864,-58.72854
bahia blanca,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-38.73008,-62.25363
bahia blanca,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-38.73008,-62.25363
haedo,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.63503,-58.58628
haedo,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.63503,-58.58628
maipu,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.93248,-68.79311
maipu,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.93248,-68.79311
paso de los libres,corrientes,19,gas oil grado 2,1304,2025-06-01,2,ypf,-29.72282,-57.11826
paso de los libres,corrientes,19,gas oil grado 2,1304,2025-06-01,2,ypf,-29.72282,-57.11826
gral pacheco,buenos aires,19,gas oil grado 2,1210,2025-06-01,2,ypf,-34.4607,-58.63425
godoy cruz,mendoza,2,nafta super entre 92 y 95 ron,1185,2025-06-01,2,ypf,-32.95208,-68.83443
gral pacheco,buenos aires,19,gas oil grado 2,1210,2025-06-01,2,ypf,-34.4607,-58.63425
san francisco,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.42452,-62.12753
san francisco,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.42452,-62.12753
las flores,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-36.02801,-59.08417
las flores,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-36.02801,-59.08417
tres arroyos,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-38.36091,-60.28756
tres arroyos,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-38.36091,-60.28756
trenque lauquen,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-36.00135,-62.721
zarate,buenos aires,19,gas oil grado 2,1230,2025-06-01,2,ypf,-34.119033,-59.019908
trenque lauquen,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-36.00135,-62.721
villa gral belgrano,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.98675,-64.55373
villa gral belgrano,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.98675,-64.55373
guamini,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-37.03877,-62.38347
guamini,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-37.03877,-62.38347
venado tuerto,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-33.75042,-61.97706
venado tuerto,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-33.75042,-61.97706
malvinas argentinas,buenos aires,19,gas oil grado 2,1201,2025-06-01,2,ypf,-34.50864,-58.72854
san miguel,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.53296,-58.70146
cordoba,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.38621,-64.21846
rosario,santa fe,19,gas oil grado 2,1284,2025-06-01,2,ypf,-32.99034,-60.64624
canuelas,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-35.04167,-58.76205
mendoza,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.90191,-68.86019
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.68075,-58.45032
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.68075,-58.45032
azul,buenos aires,19,gas oil grado 2,1311,2025-06-01,2,ypf,-36.79459,-59.84251
azul,buenos aires,19,gas oil grado 2,1311,2025-06-01,2,ypf,-36.79459,-59.84251
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.60806,-58.44685
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.60806,-58.44685
comodoro rivadavia,chubut,19,gas oil grado 2,1264,2025-06-01,2,ypf,-45.8654,-67.49706
comodoro rivadavia,chubut,19,gas oil grado 2,1264,2025-06-01,2,ypf,-45.8654,-67.49706
cordoba,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.36441,-64.23638
cordoba,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.36441,-64.23638
don torcuato,buenos aires,19,gas oil grado 2,1210,2025-06-01,2,ypf,-34.50183,-58.64511
don torcuato,buenos aires,19,gas oil grado 2,1210,2025-06-01,2,ypf,-34.50183,-58.64511
concepcion del uruguay,entre rios,19,gas oil grado 2,1300,2025-06-01,2,ypf,-32.48745,-58.25141
concepcion del uruguay,entre rios,19,gas oil grado 2,1300,2025-06-01,2,ypf,-32.48745,-58.25141
junin,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-34.59405,-60.9447
junin,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-34.59405,-60.9447
tres arroyos,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-38.38117,-60.27171
tres arroyos,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-38.38117,-60.27171
lomas de zamora,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.75554,-58.40124
lomas de zamora,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.75554,-58.40124
mendoza,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.89204,-68.83912
mendoza,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.89204,-68.83912
moron,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.6533,-58.63021
moron,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.6533,-58.63021
olavarria,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-36.90951,-60.31262
olavarria,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-36.90951,-60.31262
mendoza,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-32.90191,-68.86019
rosario,santa fe,19,gas oil grado 2,1284,2025-06-01,2,ypf,-32.99034,-60.64624
villa pomar,buenos aires,2,nafta super entre 92 y 95 ron,1288,2025-06-01,2,ypf,-33.9326,-60.95393
villa del rosario,cordoba,2,nafta super entre 92 y 95 ron,1284,2025-06-01,2,ypf,-31.5630186840877,-63.5446499742498
canuelas,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-35.04167,-58.76205
junin,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-34.65749,-60.84512
junin,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-34.65749,-60.84512
san luis,san luis,19,gas oil grado 2,1259,2025-06-01,2,ypf,-33.412671,-67.117927
san luis,san luis,19,gas oil grado 2,1259,2025-06-01,2,ypf,-33.412671,-67.117927
laguna blanca,formosa,19,gas oil grado 2,1304,2025-06-01,2,ypf,-25.136671,-58.242693
san rafael,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-34.63118,-68.28641
san rafael,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-34.63118,-68.28641
rio tercero,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.16846,-64.10207
rio tercero,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.16846,-64.10207
rio cuarto,cordoba,2,nafta super entre 92 y 95 ron,1284,2025-06-01,2,ypf,-33.09271,-64.31488
rio cuarto,cordoba,2,nafta super entre 92 y 95 ron,1284,2025-06-01,2,ypf,-33.09271,-64.31488
san martin,buenos aires,2,nafta super entre 92 y 95 ron,1215,2025-06-01,2,ypf,-34.56979,-58.54002
san martin,buenos aires,2,nafta super entre 92 y 95 ron,1215,2025-06-01,2,ypf,-34.56979,-58.54002
saenz pena,chaco,2,nafta super entre 92 y 95 ron,1266,2025-06-01,2,ypf,-26.798294,-60.445426
berazategui,buenos aires,19,gas oil grado 2,1223,2025-06-01,29,gulf,-34.86838,-58.17968
berazategui,buenos aires,19,gas oil grado 2,1223,2025-06-01,29,gulf,-34.86838,-58.17968
villa ocampo,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-28.48858,-59.35641
haedo,buenos aires,2,nafta super entre 92 y 95 ron,1215,2025-06-01,2,ypf,-34.64601,-58.59449
haedo,buenos aires,2,nafta super entre 92 y 95 ron,1215,2025-06-01,2,ypf,-34.64601,-58.59449
funes,santa fe,2,nafta super entre 92 y 95 ron,1283,2025-06-01,2,ypf,-32.929035,-60.80508
funes,santa fe,2,nafta super entre 92 y 95 ron,1283,2025-06-01,2,ypf,-32.929035,-60.80508
cordoba,cordoba,2,nafta super entre 92 y 95 ron,1278,2025-06-01,2,ypf,-31.421851,-64.142838
cordoba,cordoba,2,nafta super entre 92 y 95 ron,1278,2025-06-01,2,ypf,-31.421851,-64.142838
monte hermoso,buenos aires,2,nafta super entre 92 y 95 ron,1288,2025-06-01,2,ypf,-38.97408,-61.289401
villa ocampo,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-28.48858,-59.35641
monte hermoso,buenos aires,2,nafta super entre 92 y 95 ron,1288,2025-06-01,2,ypf,-38.97408,-61.289401
villa del rosario,cordoba,2,nafta super entre 92 y 95 ron,1284,2025-06-01,2,ypf,-31.5630186840877,-63.5446499742498
cordoba,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.38621,-64.21846
san carlos de bariloche,rio negro,19,gas oil grado 2,1256,2025-06-01,2,ypf,-41.13475,-71.30973
san carlos de bariloche,rio negro,19,gas oil grado 2,1256,2025-06-01,2,ypf,-41.13475,-71.30973
san rafael,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-34.6256,-68.33492
gral alvear,mendoza,2,nafta super entre 92 y 95 ron,1185,2025-06-01,2,ypf,-34.97752,-67.67512
gral alvear,mendoza,2,nafta super entre 92 y 95 ron,1185,2025-06-01,2,ypf,-34.97752,-67.67512
san rafael,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-34.6256,-68.33492
neuquen,neuquen,2,nafta super entre 92 y 95 ron,1094,2025-06-01,2,ypf,-38.95984,-68.05106
neuquen,neuquen,2,nafta super entre 92 y 95 ron,1094,2025-06-01,2,ypf,-38.95984,-68.05106
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.61813,-58.53019
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.61813,-58.53019
lanus,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.69886,-58.39178
lanus,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.69886,-58.39178
neuquen,neuquen,2,nafta super entre 92 y 95 ron,1094,2025-06-01,2,ypf,-38.9503,-68.08867
castelli,buenos aires,19,gas oil grado 2,1267,2025-06-01,2,ypf,-36.64956,-57.78864
castelli,buenos aires,19,gas oil grado 2,1267,2025-06-01,2,ypf,-36.64956,-57.78864
san martin,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-33.12791,-68.31907
san martin,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-33.12791,-68.31907
san martin,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-33.10869,-68.39118
la lucila,buenos aires,19,gas oil grado 2,1196,2025-06-01,2,ypf,-34.49856,-58.48432
la lucila,buenos aires,19,gas oil grado 2,1196,2025-06-01,2,ypf,-34.49856,-58.48432
vicente lopez,buenos aires,19,gas oil grado 2,1196,2025-06-01,2,ypf,-34.5252,-58.47172
vicente lopez,buenos aires,19,gas oil grado 2,1196,2025-06-01,2,ypf,-34.5252,-58.47172
san miguel de tucuman,tucuman,19,gas oil grado 2,1295,2025-06-01,2,ypf,-26.82505,-65.23168
s m de tucuman,tucuman,19,gas oil grado 2,1295,2025-06-01,2,ypf,-26.82559,-65.23188
san miguel de tucuman,tucuman,19,gas oil grado 2,1295,2025-06-01,2,ypf,-26.82505,-65.23168
s m de tucuman,tucuman,19,gas oil grado 2,1295,2025-06-01,2,ypf,-26.82559,-65.23188
ituzaingo,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.64889,-58.68642
ituzaingo,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.64889,-58.68642
san juan,san juan,19,gas oil grado 2,1259,2025-06-01,2,ypf,-31.53604,-68.5145
tandil,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-37.33173,-59.12652
san juan,san juan,19,gas oil grado 2,1259,2025-06-01,2,ypf,-31.53604,-68.5145
tandil,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-37.33173,-59.12652
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.64517,-58.48492
avellaneda,buenos aires,19,gas oil grado 2,1223,2025-06-01,2,ypf,-34.68492,-58.30323
avellaneda,buenos aires,19,gas oil grado 2,1223,2025-06-01,2,ypf,-34.68492,-58.30323
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.55017,-58.46686
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.55017,-58.46686
florencio varela,buenos aires,19,gas oil grado 2,1224,2025-06-01,2,ypf,-34.77354,-58.26792
florencio varela,buenos aires,19,gas oil grado 2,1224,2025-06-01,2,ypf,-34.77354,-58.26792
capitan bermudez,santa fe,19,gas oil grado 2,1300,2025-06-01,2,ypf,-32.80253,-60.72067
villa tesei,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.61624,-58.63383
mar del plata,buenos aires,19,gas oil grado 2,1303,2025-06-01,2,ypf,-37.96546,-57.55294
mar del plata,buenos aires,19,gas oil grado 2,1303,2025-06-01,2,ypf,-37.96546,-57.55294
villa tesei,buenos aires,19,gas oil grado 2,1221,2025-06-01,2,ypf,-34.61624,-58.63383
marcos juarez,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.68688,-62.10574
marcos juarez,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.68688,-62.10574
cruz alta,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-33.00797,-61.81236
cruz alta,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-33.00797,-61.81236
sgo del estero,santiago del estero,19,gas oil grado 2,1281,2025-06-01,2,ypf,-27.790369887388,-64.259536677656
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.59623,-58.42638
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.59623,-58.42638
sgo del estero,santiago del estero,19,gas oil grado 2,1281,2025-06-01,2,ypf,-27.790369887388,-64.259536677656
rio gallegos,santa cruz,19,gas oil grado 2,1264,2025-06-01,2,ypf,-51.63377,-69.21245
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.58485,-58.44468
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.58485,-58.44468
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.57155,-58.50692
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.57155,-58.50692
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.6085,-58.42903
rio gallegos,santa cruz,19,gas oil grado 2,1264,2025-06-01,2,ypf,-51.63377,-69.21245
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.6085,-58.42903
capital federal,capital federal,19,gas oil grado 2,1191,2025-06-01,2,ypf,-34.64517,-58.48492
aldo bonzi,buenos aires,19,gas oil grado 2,1213,2025-06-01,2,ypf,-34.7117,-58.5064
aldo bonzi,buenos aires,19,gas oil grado 2,1213,2025-06-01,2,ypf,-34.7117,-58.5064
gral roca,rio negro,19,gas oil grado 2,1256,2025-06-01,2,ypf,-39.04304,-67.57906
san luis,san luis,19,gas oil grado 2,1259,2025-06-01,2,ypf,-33.29304,-66.33493
san luis,san luis,19,gas oil grado 2,1259,2025-06-01,2,ypf,-33.29304,-66.33493
martinez,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.50534,-58.52572
martinez,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.50534,-58.52572
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.5515,-58.43738
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.5515,-58.43738
munro,buenos aires,19,gas oil grado 2,1196,2025-06-01,2,ypf,-34.5239,-58.51176
munro,buenos aires,19,gas oil grado 2,1196,2025-06-01,2,ypf,-34.5239,-58.51176
san nicolas,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-33.35694,-60.19341
san nicolas,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-33.35694,-60.19341
san salvador de jujuy,jujuy,19,gas oil grado 2,1320,2025-06-01,2,ypf,-24.18291,-65.3069
san salvador de jujuy,jujuy,19,gas oil grado 2,1320,2025-06-01,2,ypf,-24.18291,-65.3069
pinamar,buenos aires,19,gas oil grado 2,1267,2025-06-01,2,ypf,-37.11009,-56.8705
pinamar,buenos aires,19,gas oil grado 2,1267,2025-06-01,2,ypf,-37.11009,-56.8705
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.58311,-58.4322
capital federal,capital federal,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.58311,-58.4322
neuquen,neuquen,19,gas oil grado 2,1317,2025-06-01,2,ypf,-38.95967,-68.09026
neuquen,neuquen,19,gas oil grado 2,1317,2025-06-01,2,ypf,-38.95967,-68.09026
pilar,buenos aires,19,gas oil grado 2,1230,2025-06-01,2,ypf,-34.44559,-58.87076
pilar,buenos aires,19,gas oil grado 2,1230,2025-06-01,2,ypf,-34.44559,-58.87076
san fernando,buenos aires,19,gas oil grado 2,1213,2025-06-01,2,ypf,-34.44663,-58.54651
neuquen,neuquen,2,nafta super entre 92 y 95 ron,1094,2025-06-01,2,ypf,-38.95477,-68.06789
catrilo,la pampa,19,gas oil grado 2,1245,2025-06-01,2,ypf,-36.415464,-63.420804
catrilo,la pampa,19,gas oil grado 2,1245,2025-06-01,2,ypf,-36.415464,-63.420804
gral mansilla,buenos aires,2,nafta super entre 92 y 95 ron,1215,2025-06-01,2,ypf,-35.083,-57.74048
gral mansilla,buenos aires,2,nafta super entre 92 y 95 ron,1215,2025-06-01,2,ypf,-35.083,-57.74048
san fernando,buenos aires,19,gas oil grado 2,1213,2025-06-01,2,ypf,-34.44663,-58.54651
don torcuato,buenos aires,19,gas oil grado 2,1210,2025-06-01,2,ypf,-34.48466,-58.61433
don torcuato,buenos aires,19,gas oil grado 2,1210,2025-06-01,2,ypf,-34.48466,-58.61433
santa fe,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.60467,-60.66591
santa fe,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.60467,-60.66591
gral roca,rio negro,19,gas oil grado 2,1256,2025-06-01,2,ypf,-39.04304,-67.57906
rafaela,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.25759,-61.46482
rafaela,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.25759,-61.46482
salta,salta,19,gas oil grado 2,1295,2025-06-01,2,ypf,-24.78026,-65.40299
salta,salta,19,gas oil grado 2,1295,2025-06-01,2,ypf,-24.78026,-65.40299
san martin,mendoza,19,gas oil grado 2,1244,2025-06-01,2,ypf,-33.10869,-68.39118
villa ballester,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.56477,-58.5687
villa ballester,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.56477,-58.5687
santa fe,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.63544,-60.70268
santa fe,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.63544,-60.70268
rafaela,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.25218,-61.49396
rafaela,santa fe,19,gas oil grado 2,1277,2025-06-01,2,ypf,-31.25218,-61.49396
rosario,santa fe,19,gas oil grado 2,1284,2025-06-01,2,ypf,-32.9063,-60.68838
bialet masse,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-31.31629,-64.46174
rosario,santa fe,19,gas oil grado 2,1284,2025-06-01,2,ypf,-32.9063,-60.68838
la plata,buenos aires,19,gas oil grado 2,1195,2025-06-01,2,ypf,-34.9009,-57.96902
rio tercero,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.16994,-64.11766
rio tercero,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.16994,-64.11766
almafuerte,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.199626,-64.263602
concordia,entre rios,19,gas oil grado 2,1300,2025-06-01,2,ypf,-31.39505,-58.01638
concordia,entre rios,19,gas oil grado 2,1300,2025-06-01,2,ypf,-31.39505,-58.01638
almafuerte,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.199626,-64.263602
villa ascazubi,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.165233,-63.896504
villa ascazubi,cordoba,19,gas oil grado 2,1291,2025-06-01,2,ypf,-32.165233,-63.896504
mercedes,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-34.65327,-59.43232
mercedes,buenos aires,19,gas oil grado 2,1283,2025-06-01,2,ypf,-34.65327,-59.43232
neuquen,neuquen,2,nafta super entre 92 y 95 ron,1094,2025-06-01,2,ypf,-38.9503,-68.08867
neuquen,neuquen,2,nafta super entre 92 y 95 ron,1094,2025-06-01,2,ypf,-38.95477,-68.06789
